ID	S1G	S2G	T1G	T2G
9675	8.17776	8.2413	0.000112543	3.54957
128434	39.0585	0.201532	0.159252	0.72143
55054	0.00254381	0.377197	0.63402	0.00202293
10904	18.0534	37.0347	30.9394	37.7639
26058	4.83827	6.03375	6.71917	9.19509
63905	16.8027	32.0502	25.7203	15.3219
5933	0.783024	2.30854	0.843865	0.862842
1307	8.84043	7.81501	13.8676	17.5461
553115	36.2762	35.9651	47.0362	49.5213
347735	162.488	121.295	61.6748	98.4113
2170	25.7492	15.7843	5.42891	4.54431
222658	13.2176	8.65304	10.9552	12.5366
79570	2.87821	23.1677	0.187416	1.54644
79980	6.85416	6.06701	2.19125	1.6526
4146	0.0113311	0.0137498	0.0800223	0.10929
10076	2.32846	1.07648	6.09964	6.3712
6429	12.4966	21.5014	26.4086	25.4577
51441	22.9116	13.6043	13.3931	15.4751
115273	3.67525	1.90406	1.14928	1.68406
54952	3.1238	4.50155	3.07011	2.86533
1104	1.05619	0.403267	0.45707	2.05251
65979	0.771147	0.914222	0.777981	1.29605
100996782	3.9288	4.90857	6.30518	5.19206
60436	1.47903	2.09281	2.99569	3.9303
55113	2.46958	2.84561	3.81958	4.06517
7185	0.394573	0.507167	0.878164	0.481504
1955	6.66275	7.79737	6.88932	10.2746
51230	7.72616	16.8784	8.19936	9.1222
9550	88.1072	185.292	111.888	126.149
113220	1.10671	13.3627	9.42485	13.9329
253725	5.55707	3.9232	6.60512	5.96548
8200	0	0	0.243855	0.250296
55245	0.476282	2.3086	2.60067	0.000734719
240	17.2593	9.63598	17.364	9.3045
79290	0.0780167	0	0.0430651	0
1902	2.98093	1.61556	8.3184	11.9114
7580	20.002	11.4984	25.2216	23.2638
3692	17.2683	17.1615	9.32644	10.5189
4593	0	0	0.041005	0
55741	1.14359	1.51018	2.39194	1.76637
367	20.0925	4.32599	7.9983	8.22548
60401	0.428862	0.813341	2.15736	3.5277
11326	11.374	8.34431	6.23773	12.2973
339229	17.8585	17.144	36.6885	24.071
58476	3.45266	4.12915	6.9826	8.43276
83737	5.01746	8.44339	3.92945	5.21355
55036	0.644184	0.0353121	0.895859	0.126251
283999	0	0	0	0
434	5.73732	0.469766	1.18288	1.88682
8894	27.7538	42.6034	21.3452	19.802
643008	0.260731	0.131425	0.757662	0.162398
388419	0	0	0.0250804	0.0494063
22919	42.3694	42.9649	24.7576	30.8005
7407	21.4301	9.83824	13.0374	20.1746
9371	9.82057	12.7171	9.64041	10.3104
23509	0.215326	0.19619	0.279666	0.216366
3055	4.28017	1.96282	0.679558	1.08268
164395	0.06876	0.13677	0.0643672	0.166132
2307	3.81247	9.21552	5.45268	2.98334
55190	0.679173	0.432197	0.664622	1.5329
84701	3.54701	4.76616	9.22019	6.74608
1184	0.663386	0.551209	0.404294	0.478019
3397	1.16438	2.22856	17.7794	6.30957
50943	2.83364	3.16366	0.282081	0.708024
220032	0	0	0.0855998	0
28952	8.82774	6.94503	10.6541	12.3137
6941	2.13364	1.68839	1.58699	2.39043
283212	13.6456	1.44092	2.61352	1.96423
4007	0.387353	0.577038	1.20783	0.871569
5355	1.33074	1.65914	1.36384	0.464666
25884	0.171796	0.174394	0.270005	0.311813
5794	0.0739949	0.475288	0.537732	0.900234
80318	0.508877	0.619227	1.95699	0.747101
9656	1.39246	2.06504	3.56637	5.53885
11270	1.98546	1.32308	3.09464	3.14243
8449	0.257988	0.982749	1.01632	0.424669
8428	20.099	41.7419	27.2525	31.3473
442038	41.4669	0	2.76518	0.0597631
266722	0.204836	2.29047	0.0833655	0.0546673
55757	0.286295	0.185282	0.85758	0.259874
284370	0.000390385	0.278435	0.269347	0.39727
11074	0.154012	0	0.0433066	0.0640598
6992	36.5649	34.498	34.3288	34.8895
3105	2.77285	0.414114	84.7231	1.9893
619571	46.3497	91.0464	50.3501	139.892
11138	5.84961	2.9793	6.00089	6.28855
353116	3.37371	3.04181	7.05923	7.94435
346171	0.058497	0.158975	0.998902	0.0273325
3748	0.0777147	0.258821	0.0374907	0.00500426
84678	0.0368522	0.243356	0.0921496	0.679775
26504	4.99671	15.095	7.3139	6.23701
3661	6.66838	5.42346	10.5159	6.64381
283130	0.492491	0.165567	0.332971	1.13515
387778	1.93518	0	0.0546779	0
100528018	7.67587	15.6414	20.7349	17.291
23130	3.01819	3.38895	2.69466	3.30009
94027	0.0136268	0	0.0326467	0.622622
8928	0.308041	0.392035	0.205553	0.0510892
8869	2.47169	3.1494	1.864	5.67704
550	53.6724	24.9864	44.4556	38.1817
100996762	0	0	0	0
554251	0.445649	0.827449	0.580018	0.440603
23177	1.62966	2.92526	7.57379	7.3748
23092	1.44766	0.93673	2.12362	2.85288
51028	10.3792	7.86041	10.3548	12.3976
9752	0.0197771	0.00621093	0.0531533	0.0457921
56140	0.176256	0	0.0361252	0.106415
56141	0.64225	0	0.0182306	0.154644
56147	0.895958	0	0.199395	0.19698
23279	4.56771	5.11526	4.60134	6.64823
4038	0.269604	0.988693	1.65435	1.96516
285440	2.69189	3.32085	2.30579	3.86374
650	0.121204	0.227549	1.80588	1.04068
55612	0	0	0	0.0848091
164312	0.0834867	0	0.0473259	0.0623553
54675	3.01557	2.50219	2.07817	2.04636
147015	7.2268	3.65768	3.0579	4.72086
80014	1.39253	0.194305	0.559127	1.78831
257397	0.409678	2.37954	1.12196	1.89117
2710	0.766445	2.15622	0.331774	0.415279
1114	0	0.0830177	0	0.28858
190	0	0	0.423237	0.172995
11141	0.0119875	0.167319	0.044822	0.0947311
56261	3.05834	2.11279	4.51673	4.08604
170302	0.946211	4.87596	0.219606	1.00261
8760	9.11943	10.5953	9.63812	5.27024
5422	2.59192	3.62426	2.44064	3.09339
5111	54.6832	47.7983	28.5249	30.2714
9468	0.048694	0.0708973	0.119133	0.0391919
5165	1.54333	1.41951	0.942269	2.58619
79135	4.26242	4.52815	2.6855	2.42248
6303	1.66177	1.64411	2.29961	1.41299
10549	94.1166	58.348	76.7946	69.8742
139411	0.0273065	0.0270939	1.04364	0.705532
5251	0.337296	0.929855	0.189071	0.222203
6611	0.139736	0.391304	0.0933093	0.278454
23676	0	0	0.0592289	0
257240	0	0.0442119	0.148557	0.0440544
6197	1.86971	0.733793	1.66664	2.80354
101060318	1.38791	2.45004	2.10163	2.87096
153733	0.769129	2.28569	1.56859	2.28316
5229	1.71563	2.60777	2.01766	1.96911
55521	1.32803	0.0290659	0.0962688	1.50303
254786	0	0	0	0
2972	0.0253985	0	0	0.000840214
26960	0.0204752	0.288916	0.184504	0.609792
54809	1.79938	2.4757	2.14597	2.00971
54790	2.15686	0.825705	1.51636	2.28818
1062	0.518338	0.930652	0.190005	0.259174
85363	8.06214	2.04679	4.04827	6.48601
7010	1.17802	1.79333	3.89627	3.94033
5218	3.0649	3.7446	4.5242	5.03861
80173	2.64668	3.24297	6.27456	6.29997
399512	0.12156	0.242369	0.305998	0.268389
5983	2.83418	6.84586	2.36845	2.58143
117854	1.90618	0.330948	0.516812	0.59467
9365	0.0681073	0.0423411	0.888917	1.12858
90634	0.243385	1.44736	2.0951	1.7804
675	0.407633	0.428471	0.101049	0.158334
143630	0.356716	0.0185259	0.0374945	0.277595
10129	1.09998	4.95176	2.86934	2.96889
10847	5.94725	9.97037	6.08534	4.92343
84935	3.07822	1.3313	10.4988	19.9191
241	50.4901	25.9377	16.1428	19.5048
1280	0.0368748	0.935857	0.240453	0.426316
4676	24.9255	27.1979	31.3659	27.3842
84056	0.545134	1.7489	1.46461	1.55434
3030	44.5897	48.7683	69.5558	72.7122
5412	13.3351	17.9522	10.5863	11.2357
2874	17.7356	19.6767	43.9801	38.6177
3150	240.983	106.147	50.8905	74.4578
6541	6.53938	9.66069	6.79279	6.99731
51371	44.4607	58.6435	17.0816	18.4313
146395	0	0	0.0661854	0.42271
255967	1.89774	3.32387	1.08944	2.76963
51451	1.11584	0.67558	0.801957	0.189197
2281	2.10803	3.50155	5.20147	2.51295
11174	0.134746	0.241378	0.119248	0.206075
10283	7.48095	5.81684	14.6257	11.0918
219402	14.9158	14.2101	21.6339	9.06443
2971	73.5395	90.311	35.8755	41.5478
6526	9.4276	1.32103	1.4525	1.36771
29125	0.100406	0.592305	0.460182	0.280927
85352	0.876449	0.199022	0.169578	0.342118
166968	1.46112	0.351794	1.50546	1.28021
9189	0.524047	0.10096	0.596262	1.53631
26037	1.66111	0.814186	1.49164	2.69772
57665	6.59017	8.4905	6.23869	6.85427
3572	0.205037	0.435144	1.13085	1.52086
286530	1.6347	2.88575	1.20014	1.07368
8623	11.718	22.1821	19.1534	19.6188
55623	7.21823	0.00988963	0.0153416	9.4839
6628	82.1703	74.8422	78.8102	88.2006
3481	26.811	23.0549	201.359	352.998
293	397.815	383.006	543.12	580.699
7053	0.255773	0.223494	0.0483368	0.0795996
6150	0.00148642	0.0542332	0.267571	0.00181352
1024	3.459	1.70928	0.720938	1.46346
11178	2.54973	2.56109	4.26105	10.002
29126	0.658932	1.46026	0.537188	0.672848
7140	0.085892	0.676221	8.66653	3.48812
10521	0.328749	0.200766	0.716732	0.5819
11172	0	0	0.412847	0
3717	1.33423	2.86773	1.44473	1.81151
51761	0.141986	0.369757	0.439247	0.552933
55344	0.644816	1.41935	0.364746	0.252533
80115	0.15117	0.198486	0.286218	1.11622
645037	0.0115955	0	0	0
2280	4.98257	1.39716	2.02176	3.54784
10171	2.53693	5.20192	5.91019	6.43618
50808	6.72421	11.3616	10.4127	14.1321
55664	0.936328	1.02138	1.76846	1.51079
9751	1.00693	2.83675	3.00137	2.87076
403313	3.2315	2.88779	2.98001	3.54643
55321	0.228029	0.73237	1.04195	0.49377
51378	0.0547045	0.160182	1.16346	0.435763
387264	0.122322	0.0559323	0.117718	0.343777
9948	0.715712	1.69623	1.2441	0.457014
255057	0.15345	0.0488233	0.223846	0.106062
94137	0	0.0197032	0.147483	0.175545
387733	0	0	0	0
81889	0.786522	0.889225	0.00968639	0.245663
255349	0	0	0	0.171016
51733	0	0	0	0.0228505
5927	2.19335	2.47314	3.87244	3.98889
7404	0	0	0	0
161725	0.507065	0.555143	0.570602	0.735891
11259	12.6241	11.844	35.7061	31.0777
285203	2.31617	2.76687	4.20852	3.55344
285381	1.34821	2.63387	1.90374	2.51464
23243	0.63089	1.3011	1.74298	1.11076
8292	0.389286	0.175326	0.467739	0.000837505
131965	0.163267	1.22614	0.83344	0.837145
132014	2.22888	0.285838	3.09745	1.29869
285367	14.0642	8.27358	13.6988	13.8973
54785	7.70209	7.96387	12.6593	13.7907
1729	14.6174	7.34872	5.74146	3.51584
100132916	0.0356494	0.0436473	0	0
22953	0	0.0529436	0.249289	0.0668439
146754	0.020029	0.0824462	0.092707	0.153129
94030	0.240545	0.436825	2.7562	4.79902
554235	0	0.146632	0	0
1768	0.069884	0.00753023	0.142254	0.136579
5799	0.926676	45.2606	0.000839333	2.35442
53353	0.00629046	0.00233396	0.0542081	0.0861847
284371	5.46493	1.51418	1.82175	1.67059
643236	0	0.0276606	0.0139285	0
2877	1.8694	2.0457	5.05241	5.7136
727936	5.62293	2.69559	3.41581	5.8898
115708	7.60408	5.27543	9.23753	11.876
6833	1.8175	1.09976	0.707571	1.18186
8812	5.16074	6.30883	6.30168	5.88501
130074	17.72	46.4814	24.4841	42.5447
124602	0.0235958	0.129038	1.14153	0.730838
339168	0	0	0.0423875	0
100653243	2.91246	9.26077	16.0098	30.1152
100996919	0.967492	3.0078	3.91009	3.19613
163126	3.72035	4.28855	2.71676	3.71872
28227	3.35997	3.40706	3.43811	4.07808
100505753	0	0.0294175	0	0
653240	0	0	0	0
727800	5.89439	11.9782	12.7024	12.3789
55762	1.88337	3.23136	1.62429	2.0303
43847	0.521304	0.0436529	1.54167	1.71838
25818	1.22057	0.166279	4.26319	4.80615
126119	1.24771	1.07356	4.08938	0.434933
25888	0.248571	0.303842	0.538264	0.685124
259307	10.0842	13.939	1.46424	1.18968
53635	0.967013	1.7605	1.67298	0.627704
3276	74.5652	99.8924	78.9121	90.4023
114335	0.00985414	0	0	0.0306935
56891	0	0	0.15955	0
100996464	0.629524	1.00997	1.93168	2.37057
9774	2.33608	1.95863	3.95112	4.95442
622	3.35435	2.41801	1.24971	3.04805
152137	1.67461	3.27591	5.56961	5.60129
15	0	0	0.107171	0.104525
80757	0.000282004	0.000275674	0.000269077	0.00027236
256281	8.96723	56.672	24.3543	11.8473
4939	15.7007	9.38696	4.12817	7.06927
122618	2.518	4.5425	7.74793	6.47248
326624	0.262011	0.908032	1.09099	0.58358
342510	0.29561	0.353882	0.141268	0.145804
124599	0.783311	0.469328	0.266031	0.281345
57129	5.92107	5.96835	8.83115	7.17428
3758	0.0420392	0.0269156	0	0
3703	4.48938	6.83303	3.09406	3.76014
7007	0.125787	0.132549	0.153509	0.19525
974	1.24415	2.74273	4.3904	0.965674
114805	0.333936	0.0389538	0.133344	0.0845339
30817	0.427093	0	0.0788341	0.125936
51651	15.656	15.4864	12.338	13.136
57628	0	0	0	0.0151712
11159	0.927217	0.67323	1.89711	2.44052
1310	0	0.00797844	0	0.0159433
9392	4.43888	4.50688	4.63176	4.72935
5361	10.2969	6.5775	12.4873	14.118
28971	20.324	24.1448	32.5394	27.5802
164832	0.0502205	2.46062	0.562944	3.3726
51601	0.294799	0.583007	2.40894	0.774925
11320	3.24832	8.06392	2.64383	3.47149
51239	6.62897	13.1653	13.2784	9.0327
3660	17.3717	16.244	18.2826	15.8203
112812	15.1235	6.70482	4.80163	12.4885
55601	3.68645	2.95389	2.49003	2.79086
29893	0.453198	0.982616	1.24421	1.66718
100616124	20.5739	13.2957	23.6296	25.0531
80347	10.8501	7.84138	7.97013	17.452
64174	1.89866	1.28721	1.25367	0.303139
8802	43.6704	37.7522	39.8996	46.5486
1267	2.48578	2.63817	2.95447	7.24288
9801	4.05946	2.4809	3.12032	4.54971
84141	0.599953	0.276541	0.142023	1.42148
65057	4.50458	8.78755	11.3234	6.38262
9001	0.0150856	0.0220688	0.199302	0.177499
3866	4.34398	1.34155	299.901	332.754
100653049	0	0	0.000178178	0
142827	0	0	0.00289536	0
23344	22.6841	15.9992	25.0308	23.0917
5528	2.69753	2.72671	1.63613	1.90464
56954	22.3071	20.0994	12.8001	15.8524
221785	0.459926	0.804181	1.56895	1.413
200894	1.138	1.9188	1.70487	2.27013
6494	0.178243	0.166633	0.337829	0.118134
5627	2.85601	3.65079	12.3199	12.5831
196410	0.26331	0.336089	0.0939145	0.153835
440	3.86584	7.85089	4.30941	4.27835
2908	3.62018	4.83137	9.90067	8.6029
1776	0.12433	0.355951	1.07025	1.58419
56113	2.3876	0.405609	4.95568	5.92955
6355	2.34694	2.77795	3.89031	1.92566
124912	0	0	0	0.000576699
26022	4.48939	4.00285	22.0905	28.5006
55374	3.05644	3.8572	5.66775	5.49242
2913	0	0	0	0.0246057
80319	0.206744	2.42287	0.485182	0.662704
124930	3.00131	2.71087	3.19756	6.41158
8697	0.219684	1.54079	0.330609	0.353226
5955	5.6857	4.97455	6.18382	8.28341
10112	2.96406	3.24227	0.143061	0.139997
2319	36.4498	31.3238	52.3268	47.4143
92595	3.46227	2.73696	4.10488	5.14277
146540	1.36756	1.78195	2.75802	2.91611
22891	0.206725	0.669404	0.422903	0.244652
55709	1.73417	1.3368	0.000257844	1.58666
8567	0.3066	1.69105	0.213481	0.000416833
23475	55.2309	15.4947	11.3665	14.1215
10062	7.99775	4.02037	8.14259	5.67432
90410	9.42265	10.0847	11.9478	10.4487
27040	1.0568	3.57348	4.42377	1.54883
11180	10.7363	9.54636	17.2472	13.1153
63979	2.24786	0.855783	0.00119658	1.38148
7378	3.27518	4.70081	5.49547	4.73935
79714	4.8261	1.66625	3.14195	2.65872
5814	5.59995	3.27909	5.18765	6.73197
3566	8.63841	4.84061	10.0425	9.8608
124751	0.750267	0.714317	2.64459	2.16047
3174	0.0102425	0.028873	0.106483	0.114272
202243	4.95448	2.29969	1.3549	3.56841
85403	3.46303	5.41925	3.02285	3.93885
6663	0.260776	0.24434	41.5844	80.2086
3046	0	0	0	0.129185
899	12.5093	4.0716	1.68365	1.86762
116969	0.230773	0.214219	0.99804	0.549569
23085	2.45534	1.224	1.42939	3.99863
4650	0.025129	0.0826305	6.81303	5.86974
57471	0.02831	0.0616337	0.0434964	0
101060200	0.104641	0.1287	0.0502158	0.0013528
50614	0	0	0	0.0001446
317781	1.53839	1.84368	6.1977	4.96052
3029	10.9399	33.1485	11.9495	7.69555
26993	13.979	21.9293	10.2814	10.8995
116372	1.42121	0.730585	0.403302	0.901263
339231	10.8871	8.30903	16.8185	21.7345
283232	2.83132	0.226578	2.12067	2.62437
11190	3.09314	4.36535	3.24965	3.19809
255798	0.0262682	0	0	0
131540	0.039283	0	0	0
92558	3.34046	12.5899	0.996478	1.75863
3665	2.47605	2.06379	1.8512	1.36439
8045	15.6381	7.5213	9.89086	16.2141
100134934	0.00681826	0.00680037	0.0062155	0.00640684
10195	39.6026	24.1099	17.2254	27.2337
151011	6.94534	5.85271	10.2918	11.0841
163051	0.441185	0.927797	0.730425	0.918462
10841	0.328543	0.0483184	0.145964	0.121169
80380	1.11561	2.53187	2.06524	2.22143
4233	0.994301	0.589621	5.50359	9.4433
9969	3.22254	25.0712	4.66675	6.06729
5119	32.2505	45.5312	32.2914	32.3625
9777	16.48	13.6858	13.777	15.0652
128853	0.372477	3.13847	1.4447	1.478
8608	1.53427	0.41096	0.125492	0.0178334
729857	0.0607901	0.187335	0.308524	0.0304528
84305	9.76948	3.6181	9.61345	6.76997
1415	0.308969	0.0705859	0.409662	0.179231
146198	2.11259	1.72026	3.54283	3.33048
389136	1.1091	0.492626	1.80529	1.79632
113251	1.81085	2.18213	1.55194	2.46519
576	0.112361	1.16977	0.454659	0.85693
23150	1.31508	3.8741	2.13376	2.15545
7110	0.0665372	1.10306	2.74975	0.787401
9736	5.6468	3.75912	3.98613	7.31294
346007	0.0703498	0.0189293	0.0660272	0.00185171
56105	0.319616	6.48967	0.923692	0.698327
56099	1.30554	1.8735	8.80793	7.80233
56106	1.42242	1.32813	2.92681	2.49763
56137	0.557982	0.0177312	0.275705	0.504311
81539	47.5771	15.8094	11.3222	13.1786
56138	0.673438	0.0350704	0.28166	0.91542
125336	0.0315215	0.0657742	0.0588827	0.0425944
7322	13.0683	19.5058	10.8675	13.7458
7478	0	0	0	0.0309491
11131	0.0822562	0.126528	1.80013	2.59715
83719	44.758	166.727	94.617	82.2652
29901	1.35774	2.85469	0.866948	1.55423
10869	1.0332	0.230567	1.07306	1.42435
2078	1.08026	0.748996	5.23391	3.28278
23562	0.609301	0.078463	0.0405608	0
9980	16.2204	9.36582	2.50607	4.29175
3753	0.0558764	0.0261177	2.96138	2.04992
54065	11.7251	4.07877	15.5104	12.1112
64968	162.894	28.0152	32.6964	32.5105
1618	0	0.0544675	0	0
4214	8.1793	3.79393	6.54982	9.93395
775	0.597909	0.414367	0.877141	0.904986
439915	0.0476691	0	0	0
387267	0	0	0	0.0419632
55209	0.000228484	0.0751355	0.238502	0.0679061
6093	10.5496	10.4732	15.1032	13.6881
10410	1580.81	695.447	1393.29	1044.42
10581	20.3697	58.2371	122.998	156.73
337959	0.213728	0	0	0
9073	71.9853	0.141381	14.6653	9.26349
56911	0.228144	0.00966348	0.279258	0.300124
150365	0.0634754	0.385768	0.376757	0.202495
100132396	0.000504551	0	0	0
8911	0.0292713	0.00483133	0.00785116	0.0292528
81035	9.60001	17.285	22.9751	26.4918
84239	5.30152	0.00975071	0.363679	0.720288
54039	0.185874	0.32171	0.21477	0.508968
129049	0.361634	0.129647	1.5162	0.828843
728441	31.6291	2.89678	3.27499	4.19785
140699	0.575444	0.268683	0.334674	0.182165
23515	6.38428	4.47449	4.2541	5.76311
388795	0	0	0.0769877	0
245930	0	0	0	0.00702255
27443	0.324088	0.0188798	0.0590571	0.0725828
128954	0	0	0.0323906	0
653808	0.512066	0.363643	0.0514091	0.0228549
2675	0.309147	0.157461	0.876074	1.14938
25974	3.7048	1.03462	3.18558	3.55522
7514	9.96349	12.1697	9.96613	10.6834
266629	0.0266299	0	0	0
6532	0.00642408	0.000139147	0.0282332	0.0255225
8505	2.48474	2.51264	2.59474	2.92301
286749	0	0.0596	0	0
125228	1.31123	1.16274	1.10384	1.43049
51128	7.09023	3.70474	3.97706	3.61808
29951	0.617991	0.0918718	0.114932	0.243019
91355	0.403016	0.264201	0.687043	0.235921
387893	5.20072	4.11206	7.09251	7.93489
79640	3.82257	1.46495	5.64557	4.4791
84645	0.489275	1.26471	2.48173	2.98677
100125288	0.343129	0.308947	0.671049	1.1936
4626	0.00698266	0	0.0131417	0.00651423
11078	22.026	16.395	49.0461	59.2153
219855	11.1402	3.83826	1.15318	2.93551
643414	0.0425248	0	0.121824	0.198903
643418	0	0	0	0.0412246
100101629	0.0115955	0	0	0
340654	0	0.0376377	0	0
55777	0.365869	0.243358	1.05106	0.707053
4192	3.26057	6.70032	14.8667	11.5922
79153	0.831207	0.80058	3.27955	1.47889
388931	0	0	0	0
51386	0.355696	0.29128	1.21227	1.38289
9514	0.0504938	0	1.13108	1.35586
51701	5.76805	5.57011	2.39289	3.68807
4211	1.98051	1.16855	4.26147	3.57794
90273	2.325	1.25735	0.0414868	0.0968338
10613	4.35676	4.13566	5.7298	7.3709
5435	9.27583	25.13	7.46266	13.575
54894	0.0671497	0.840054	0.121301	0.140168
60489	4.07548	6.9588	11.0483	9.13157
93986	0.170096	0.0587475	0.63339	0.334903
221786	0.059512	0.12283	0.0370818	0.0877895
646450	1.10809	0.969558	2.14282	1.60346
60482	0	0	0.00119184	0.107439
84334	2.27349	2.19786	4.38183	4.30833
80059	0	0	0.0321461	0.117288
501	2.4554	1.53399	4.71664	8.08531
347730	0	0	0.0296616	0.162271
401115	58.838	434.025	3.29368	9.1473
55009	9.25625	22.3604	6.55952	9.77577
5343	0.357182	1.73241	2.40129	1.36002
151	0.0805701	0.0503854	1.22897	1.0403
4796	4.35578	1.25275	2.15621	3.15328
84620	1.16969	0.474202	0.159664	0.294901
56907	0.409294	0.143428	0.183263	0.0758017
80162	0.879471	0.275608	4.29634	4.37975
9839	3.85595	4.01513	7.27155	7.27418
129293	0.155055	0.310984	0.415407	0.884354
130827	0.181355	0.5139	0.180582	0.181923
9173	0.00495107	0.0152037	0.000369636	0.000672314
3554	1.58106	0.456072	0.958995	0.805543
8809	0.246417	0.115277	0.340393	0.399352
653781	0.0135379	0.0339798	0.0355825	0.0340061
4249	5.8339	4.94748	5.23689	7.07924
147111	0.0985531	0.147416	0.0559358	0.295147
84984	1.02865	0.922508	1.56093	1.45288
56135	0.157949	0	0.0677654	0.0938229
9050	1.88171	1.37502	4.40555	3.59345
51155	11.3433	14.9419	4.78639	7.43423
400966	0.00787578	0.0628369	0.542923	0.00641887
56888	11.9842	9.08111	10.7701	11.9976
122402	0.0446861	0.074997	0.0653735	0.190641
130576	0.33384	2.87437	7.79426	5.08998
79781	0.531703	0.516295	1.68551	1.23907
26000	15.4529	16.8913	14.9566	18.2611
50489	0.0508078	0.118385	0.818967	0.189866
51263	0.00290891	0.495307	0.346935	0.57297
150786	0.50486	0.275267	0.247162	0.137911
55660	5.40215	4.6033	6.93809	6.76348
10989	1.34129	1.69154	1.07998	1.35946
100126332	0.860242	0.000130626	1.04535	0.436698
321	0.593424	0.716019	1.23715	1.74153
163059	0.14954	0.000903357	0.0542712	0.138253
154664	0.00983206	0.0147249	0.144099	0.0293387
65243	0.331483	1.00512	0.253141	0.408279
440021	0.186043	0.0445229	0.138868	0.45257
118738	0	0	0	0
389118	0	0	0	0.0171277
80235	0.521119	0.553194	2.4482	1.17191
22870	25.3632	33.4836	24.9107	28.7939
84077	0	0	0.0154321	0.0152585
100288695	0.0863203	0.0263929	0.529694	0.113735
6397	5.80222	6.78919	12.2227	15.8465
4703	0.0414833	0.0427903	0.00688284	0.0416726
57589	1.77567	1.78379	2.32248	2.99563
84859	1.51368	1.50402	1.28615	2.40165
283638	3.48936	1.76728	3.32862	4.51408
3800	0.0486043	1.42136	0.136318	0.383983
11016	0.217954	0.203936	0.720692	0.918933
3035	0.250365	0.00834956	0.000585586	0.0006592
100008586	0.0112899	0	0	0
6263	0.00526485	0.00745105	0.25664	0.12973
57642	0	0	0	0.0250493
55815	0.281527	0.132177	0.355301	0.157311
146713	0	0	0.0585659	0.0496984
729238	0	0.0362726	0	0.0656379
25794	0.14561	0.0640692	1.03253	0.537618
9625	0.12796	0.447803	0.864087	0.922101
64168	0.0803156	0.0159319	0.38386	0.466921
3550	41.2943	53.0073	49.3547	54.1532
387	231.214	275.96	223.701	236.048
63950	0.0314592	0	0	0
23228	0.749212	1.87357	2.86933	3.466
222234	0.740624	0.827875	1.50692	0.963574
5795	6.34111	4.67853	1.8592	3.85639
90120	10.0223	10.8592	16.1729	17.4126
100526794	0	0	0.0862512	0.0598586
113115	0.272766	1.30443	0.0709238	0.343767
2876	0.746361	0.511229	0.340751	0.791968
92714	1.02746	0.213925	0.137679	0.56763
150572	0	0	2.13929	6.50719
3772	0.386274	0.159185	0.134667	0.167509
199800	0.39263	0.548136	10.2733	4.03572
56203	0.0119413	0.0599646	0.0403247	0.0395205
400986	0.364329	1.01959	2.21267	0.737711
22899	1.61411	2.83151	3.63093	0.509861
79939	0.483907	0.242148	0.184594	0.00184827
147660	0.209923	0.106083	0.162151	0.220304
64065	171.846	86.4876	109.269	113.287
28512	0.166998	0.137153	0.0899757	0.00042989
4588	4.40728	0.171669	1.14077	2.31125
90353	2.81014	2.72759	1.41392	1.49984
84319	8.0776	13.8442	13.3461	7.85214
219899	1.03355	2.25106	2.17173	2.45941
7555	7.50965	19.1463	18.9815	14.2518
6188	2.29777	2.72362	5.93116	8.20358
345651	0.0496234	0.030047	0.151506	0.0599448
149466	0.964433	0.711611	1.56743	1.90129
22809	25.5975	23.4852	9.06993	15.0971
205147	0.00682729	0.0200772	0.00642421	0.0063692
54329	0.257573	0.245791	0.202592	0.0890966
221443	3.28977	4.70834	6.87607	6.06632
100132247	0.0378591	0.251859	0.0821868	0.0390006
150590	0.000282972	0.000497927	0.00209041	0.257365
9686	1.42079	0.529515	1.45378	0.455014
26115	5.00446	4.99594	1.89509	6.24438
283987	46.4792	34.9452	28.6788	34.408
402381	0.0713802	0.132328	0	0.0333695
285242	0.0385774	0	0	0
79784	3.17624	18.692	16.7413	17.2172
441581	0	0.165506	0	0
192683	0.615832	28.724	0.298689	1.57372
22866	0.0787	0.0491851	0.630378	0.269858
1018	0.875984	1.57612	3.16211	1.45624
80233	1.16325	2.59457	1.94498	3.72905
8187	0.329375	1.86836	2.35325	0.634629
23581	21.9867	0.0382943	0.153951	0.0127278
159371	0.0949222	0.102995	0.20387	0.208557
402135	0	0	0.0504368	0
785	0.427186	0.0713196	0.389264	0.728172
85441	3.68263	3.58941	3.73187	3.11668
9749	1.16867	1.66989	2.7803	3.66331
121512	0.984865	0.798637	1.84357	1.3981
83463	1.37686	1.80889	1.08347	1.17262
3973	0	0	0.0201387	0.0198702
731220	0.0648733	0.163576	0.334248	0.513526
114883	13.9547	3.26449	8.61308	12.5941
54511	0.0186757	0.0206234	0.0386086	0.325995
4753	0.00163499	6.81902	0.360065	0.23216
146433	1.56784	1.50922	13.9251	15.2075
2313	4.36958	6.23895	11.5669	6.65316
8778	0.239239	0.15573	0.158077	0.428766
6165	643.769	719.678	2320.55	1674.23
8930	4.89213	4.45574	4.80904	5.61815
404281	0.552018	0.371575	0.677751	0.460775
2632	6.2514	3.76784	4.60254	6.55412
86	13.4186	14.9605	11.743	13.7888
28988	1.15307	0.478423	0.848033	2.88622
53840	4.02682	3.43773	4.49778	4.41772
55125	1.14898	0.610774	1.06346	0.903649
65989	0.0964137	0	5.54411	1.94773
90576	1.2722	2.71257	1.55585	2.21494
11036	0	0.101367	0	0
